Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,70968900,2,2,113,202,62,51,56.5,7.778174593,112,90,101.0,15.55634919,4.438563934,0.056362717,23700000.0,40900000.0,70900000,30401,70900000,70900000.0,0.0,70900000,70900000,70900000,70900000.0,0.0,70900000,70900000,0,0,0,0,64,40,0.028181358,0.028181358,51,112,75.4,25.03597412,626.8,0,0,0,0,0,0,0,0,1,94.25,56.5,101.0,64,0,0,0,0,0,0,2,113,2,202,-1,-1,1,32,30577.0,0.0,30577,30577,70900000.0,0.0,70900000,70900000,BENIGN
7800,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
625,114,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,140350.8772,35087.7193,38.0,30.2654919,62,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,48,40,17543.85965,17543.85965,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54790,77,2,1,37,6,37,0,18.5,26.1629509039,6,6,6.0,0.0,558441.558441558,38961.038961039,38.5,4.9497474683,42,35,77,77.0,0.0,77,77,0,0.0,0.0,0,0,1,0,0,0,64,20,25974.025974026,12987.012987013,0,37,20.0,19.7821468333,391.3333333333,0,1,0,0,1,0,0,0,0,26.6666666667,18.5,6.0,64,0,0,0,0,0,0,2,37,1,6,118,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,151,2,2,108,262,54,54,54.0,0.0,131,131,131.0,0.0,2450331.12582781,26490.0662251656,50.3333333333,81.119253777,144,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,13245.0331125828,13245.0331125828,54,131,84.8,42.1746369279,1778.7,0,0,0,0,0,0,0,0,1,106.0,54.0,131.0,64,0,0,0,0,0,0,2,108,2,262,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,15018425,22,33,2008,2745,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,316.4779263,3.662168303,278118.9815,708592.7556,2535411,3,12800000,610430.2857,990901.5199,2597756,4,15000000,469320.75,879074.2347,2535411,3,0,0,0,0,712,1064,1.464867321,2.197300982,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,91.27272727,83.18181818,712,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
22,11936548,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,398.1888231,4.440144672,229549.0,624896.4022,2440279,19,9968936,498446.8,893911.5805,2515565,286,11900000,385045.871,775929.1212,2440279,19,0,0,0,0,680,1032,1.759302606,2.680842066,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
53,49014,2,2,66,244,33,33,33.0,0.0,122,122,122.0,0.0,6324.723548,81.60933611,16338.0,28295.64806,49011,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,80,40,40.80466805,40.80466805,33,122,68.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,85.75,33.0,122.0,80,0,0,0,0,0,0,2,66,2,244,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30790,1,1,50,66,50,50,50.0,0.0,66,66,66.0,0.0,3767.456967,64.9561546,30790.0,0.0,30790,30790,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.4780773,32.4780773,50,66,55.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,83.0,50.0,66.0,20,0,0,0,0,0,0,1,50,1,66,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23874,1,1,36,52,36,36,36.0,0.0,52,52,52.0,0.0,3686.018263,83.77314233,23874.0,0.0,23874,23874,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.88657117,41.88657117,36,52,41.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,62.0,36.0,52.0,20,0,0,0,0,0,0,1,36,1,52,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,266,2,2,60,616,30,30,30.0,0.0,308,308,308.0,0.0,2541353.38345865,15037.5939849624,88.6666666667,137.2309488903,247,4,4,4.0,0.0,4,4,15,15.0,0.0,15,15,0,0,0,0,40,40,7518.7969924812,7518.7969924812,30,308,141.2,152.2668709864,23185.2,0,0,0,0,0,0,0,0,1,176.5,30.0,308.0,40,0,0,0,0,0,0,2,60,2,616,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30698,1,1,49,65,49,49,49.0,0.0,65,65,65.0,0.0,3713.596977,65.15082416,30698.0,0.0,30698,30698,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.57541208,32.57541208,49,65,54.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,81.5,49.0,65.0,32,0,0,0,0,0,0,1,49,1,65,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49579,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,368,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50745,200,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,185000.0,15000.0,100.0,55.15432893,139,61,200,200.0,0.0,200,200,0,0.0,0.0,0,0,1,0,0,0,64,20,10000.0,5000.0,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,1787,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,104,224,52,52,52.0,0.0,112,112,112.0,0.0,1895953.757,23121.38728,57.66666667,93.82075108,166,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,11560.69364,11560.69364,52,112,76.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,95.0,52.0,112.0,64,0,0,0,0,0,0,2,104,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5174773,6,4,611,164,517,0,101.8333333,204.3050823,152,0,41.0,74.05403433,149.7650235,1.932451916,574974.7778,1673235.018,5036562,1,5174773,1034954.6,2274408.824,5103499,1,114576,38192.0,34679.28206,67722,4,0,0,0,0,132,92,1.15947115,0.772980766,0,517,70.45454545,154.756818,23949.67273,0,0,0,1,0,0,0,0,0,77.5,101.8333333,41.0,132,0,0,0,0,0,0,6,611,4,164,8192,946,5,20,138210.0,0.0,138210,138210,5036562.0,0.0,5036562,5036562,BENIGN
58195,3893,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3082.45569,513.7426149,3893.0,0.0,3893,3893,3893,3893.0,0.0,3893,3893,0,0.0,0.0,0,0,0,0,0,0,40,0,513.7426149,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,18980,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1345069,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,8648.626948,5.204193986,224178.1667,548770.4138,1344351,6,663,331.5,399.5153314,614,49,1345020,448340.0,775968.3576,1344351,6,0,0,0,0,72,92,2.230368851,2.973825135,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,115999141,23,19,1601,5599,622,0,69.60869565,165.6847332,1460,0,294.6842105,515.0828469,62.06942515,0.362071647,2829247.341,4458521.358,10000000,12,116000000,5272688.227,4966131.391,10000000,49,111000000,6171812.5,4979265.99,10000000,49,0,0,0,0,472,524,0.19827733,0.163794316,0,1460,167.4418605,375.9216169,141317.062,0,0,0,1,0,0,0,0,0,171.4285714,69.60869565,294.6842105,472,0,0,0,0,0,0,23,1601,19,5599,8192,128,22,20,102076.0,240476.5432,827140,29413,9997260.0,16225.06111,10000000,9950303,BENIGN
57224,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,329,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,13991859,21,32,2040,2745,640,0,97.14285714,140.4059421,976,0,85.78125,220.240592,341.9845783,3.787916959,269074.2115,726606.1527,2616178,17,11300000,566723.0,994407.1661,2465024,273,14000000,451345.9677,901449.153,2616178,17,0,0,0,0,680,1032,1.500872758,2.287044202,0,976,88.61111111,189.7166126,35992.39308,0,0,0,1,0,0,0,0,1,90.28301887,97.14285714,85.78125,680,0,0,0,0,0,0,21,2040,32,2745,29200,257,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
53,122343,4,4,176,400,44,44,44.0,0.0,100,100,100.0,0.0,4708.074838773,65.3899283163,17477.5714285714,34527.5754282339,91341,2,122139,40713.0,70512.6544033055,122134,2,91551,30517.0,52846.6022275794,91539,4,0,0,0,0,104,80,32.6949641581,32.6949641581,44,100,68.8888888889,29.5145914949,871.1111111111,0,0,0,0,0,0,0,0,1,77.5,44.0,100.0,104,0,0,0,0,0,0,4,176,4,400,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57889,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,175,245,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,121243,8,5,508,3784,188,0,63.5,76.09017207,1430,0,756.8,719.1711896,35399.98185,107.222685,10103.58333,14023.67742,36418,3,121243,17320.42857,15342.79584,37966,3,38300,9575.0,18171.29964,36821,49,0,0,0,0,172,112,65.98319078,41.23949424,0,1430,306.5714286,532.7390347,283810.8791,0,0,0,1,0,0,0,0,0,330.1538462,63.5,756.8,172,0,0,0,0,0,0,8,508,5,3784,8192,343,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115981368,18,15,588,768,294,0,32.66666667,95.07396501,384,0,51.2,135.1164577,11.69153307,0.28452846,3624417.75,4863554.107,10200000,22,116000000,6822433.412,4791463.607,10300000,124,113000000,8063494.857,4290082.325,10300000,503,0,0,0,0,584,488,0.155197342,0.129331118,0,384,39.88235294,111.9663815,12536.47059,0,0,0,1,0,0,0,0,0,41.09090909,32.66666667,51.2,584,0,0,0,0,0,0,18,588,15,768,29200,972,2,32,64338.36364,135375.6599,472379,21843,10200000.0,65276.7985,10200000,10000000,BENIGN
53,233,2,2,144,400,72,72,72.0,0.0,200,200,200.0,0.0,2334763.948,17167.38197,77.66666667,128.461408,226,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,8583.690987,8583.690987,72,200,123.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,154.0,72.0,200.0,40,0,0,0,0,0,0,2,144,2,400,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30937,1,1,46,94,46,46,46.0,0.0,94,94,94.0,0.0,4525.3256618289,64.6475094547,30937.0,0.0,30937,30937,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.3237547273,32.3237547273,46,94,62.0,27.7128129211,768.0,0,0,0,0,0,0,0,0,1,93.0,46.0,94.0,32,0,0,0,0,0,0,1,46,1,94,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116600324,22,20,2640,1416,1029,0,120.0,297.0108223,551,0,70.8,167.9613364,34.78549511,0.360204831,2843910.341,4529315.982,10200000,3,117000000,5552396.381,5039763.811,10200000,3,114000000,5984743.368,5092980.787,10200000,4,0,0,0,0,460,412,0.188678721,0.17152611,0,1029,94.3255814,240.1884896,57690.51052,0,0,0,1,0,0,0,0,0,96.57142857,120.0,70.8,460,0,0,0,0,0,0,22,2640,20,1416,29200,34,21,20,144205.1818,428002.0988,1434680,14984,10200000.0,73656.82555,10200000,10000000,BENIGN
53,47151,1,1,42,98,42,42,42.0,0.0,98,98,98.0,0.0,2969.184111,42.41691587,47151.0,0.0,47151,47151,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,21.20845793,21.20845793,42,98,60.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,91.0,42.0,98.0,20,0,0,0,0,0,0,1,42,1,98,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1319148,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,27.29034195,4.548390325,263829.6,588829.8024,1317160,1,1319148,263829.6,588829.8024,1317160,1,0,0.0,0.0,0,0,0,0,0,0,120,0,4.548390325,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,131780,1,1,43,138,43,43,43.0,0.0,138,138,138.0,0.0,1373.5012900288,15.1768098346,131780.0,0.0,131780,131780,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,7.5884049173,7.5884049173,43,138,74.6666666667,54.848275573,3008.3333333333,0,0,0,0,0,0,0,0,1,112.0,43.0,138.0,40,0,0,0,0,0,0,1,43,1,138,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,6000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,40,0,1000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116179939,23,18,2558,2433,641,0,111.2173913043,235.870526218,755,0,135.1666666667,287.9377485826,42.9592237951,0.3529008567,2904498.475,4508522.77334864,10015679,1,116179939,5280906.31818182,4996733.23703225,10051993,1,110873797,6521988.05882353,4920094.43186413,10051953,283,0,0,0,0,744,584,0.1979687732,0.1549320834,0,755,118.8333333333,254.4081526408,64723.5081300813,0,0,0,1,0,0,0,0,0,121.7317073171,111.2173913043,135.1666666667,744,0,0,0,0,0,0,23,2558,18,2433,29200,370,6,32,65920.5833333333,102609.34237145,391749,36265,9615740.91666667,1368653.29352499,10015679,5269703,BENIGN
53,158,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,1164556.96202532,25316.4556962025,52.6666666667,86.0251901093,152,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12658.2278481013,12658.2278481013,38,54,44.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,40,0,0,0,0,0,0,2,76,2,108,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64960,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
6689,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,422,1,1,51,113,51,51,51.0,0.0,113,113,113.0,0.0,388625.5924,4739.336493,422.0,0.0,422,422,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2369.668246,2369.668246,51,113,71.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,107.5,51.0,113.0,20,0,0,0,0,0,0,1,51,1,113,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64386,60507,2,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,297.4862412613,82.635067017,15126.75,29904.5008471412,59982,1,60507,60507.0,0.0,60507,60507,4,2.0,1.4142135624,3,1,0,0,0,0,64,60,33.0540268068,49.5810402102,0,6,3.0,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0.0,6.0,64,0,0,0,0,0,0,2,0,3,18,125,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99927646,9,7,930,11595,308,0,103.3333333,153.5122145,4344,0,1656.428571,1757.579003,125.340689,0.16011585,6661843.067,25600000.0,99400000,1,99800000,12500000.0,35100000.0,99400000,1,561471,93578.5,171255.8966,425010,2,0,0,0,0,284,232,0.090065166,0.070050684,0,4344,736.7647059,1341.581228,1799840.191,0,0,0,0,1,0,0,0,0,782.8125,103.3333333,1656.428571,284,0,0,0,0,0,0,9,930,7,11595,274,235,4,20,968.0,0.0,968,968,99400000.0,0.0,99400000,99400000,DoS Hulk
53,76519,1,1,41,143,41,41,41.0,0.0,143,143,143.0,0.0,2404.631529,26.13729923,76519.0,0.0,76519,76519,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13.06864962,13.06864962,41,143,75.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1,112.5,41.0,143.0,20,0,0,0,0,0,0,1,41,1,143,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57349,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
