Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,161,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12422.36025,161.0,0.0,161,161,161,161.0,0.0,161,161,0,0.0,0.0,0,0,0,0,0,0,64,0,12422.36025,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,342,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,9196580,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.262082209,0.543680368,2299145.0,4597514.668,9195417,273,9196580,2299145.0,4597514.668,9195417,273,0,0.0,0.0,0,0,0,0,0,0,100,0,0.543680368,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1163.0,0.0,1163,1163,9195417.0,0.0,9195417,9195417,DDoS
80,896542,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12975.40996,10.03857042,112067.75,316624.4002,895673,3,708,354.0,425.6782823,655,53,896505,179301.0,400464.2513,895673,3,0,0,0,0,72,132,3.346190139,6.692380279,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,40492,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,296.3548355,49.39247259,40492.0,0.0,40492,40492,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24.69623629,24.69623629,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,30498,8190,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1055507,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,11015.55935,8.526708018,131938.375,364510.2304,1033884,22,21312,10656.0,13934.24623,20509,803,1055468,211093.6,460045.4066,1033884,45,0,0,0,0,72,132,2.842236006,5.684472012,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,140389,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,82862.61744,56.98452158,20055.57143,52522.01832,139162,3,992,496.0,697.2072862,989,3,140333,35083.25,69387.08615,139162,93,0,0,0,0,72,112,21.36919559,35.61532599,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8204799,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.925117361,0.48751956,2734933.0,4734427.754,8201779,3,8204799,2734933.0,4734427.754,8201779,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.48751956,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3020.0,0.0,3020,3020,8201779.0,0.0,8201779,8201779,DDoS
80,7785799,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.082535267,0.513755878,2595266.333,4495011.905,7785659,3,7785799,2595266.333,4495011.905,7785659,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.513755878,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,140.0,0.0,140,140,7785659.0,0.0,7785659,7785659,DDoS
80,5948017,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.043697757,0.840616293,1487004.25,2972653.872,5945985,3,5948017,1487004.25,2972653.872,5945985,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.840616293,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2032.0,0.0,2032,2032,5945985.0,0.0,5945985,5945985,DDoS
80,8036746,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.986283254,0.497713876,2678915.333,4639182.643,8035782,3,8036746,2678915.333,4639182.643,8035782,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.497713876,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,964.0,0.0,964,964,8035782.0,0.0,8035782,8035782,DDoS
80,12738,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,942.0631182,157.0105197,12738.0,0.0,12738,12738,12738,12738.0,0.0,12738,12738,0,0.0,0.0,0,0,0,0,0,0,40,0,157.0105197,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,192,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1020833.333,20833.33333,64.0,68.73863542,139,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,10416.66667,10416.66667,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,8697791,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.759321304,0.459886884,2899263.667,5020800.778,8696785,4,8697791,2899263.667,5020800.778,8696785,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.459886884,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1006.0,0.0,1006,1006,8696785.0,0.0,8696785,8696785,DDoS
53,153,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,1019607.843,26143.79085,51.0,82.27393269,146,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,13071.89542,13071.89542,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,40,0,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,44064336,3,3,133,318,47,42,44.33333333,2.516611478,125,90,106.0,17.69180601,10.23503452,0.136164539,8812867.2,17200000.0,39300000,47550,44000000,22000000.0,24700000.0,39500000,4561890,44000000,22000000.0,24500000.0,39400000,4663150,0,0,0,0,92,84,0.06808227,0.06808227,42,125,71.14285714,34.21222282,1170.47619,0,0,0,0,0,0,0,0,1,83.0,44.33333333,106.0,92,0,0,0,0,0,0,3,133,3,318,-1,-1,2,20,4710700.0,0.0,4710700,4710700,39300000.0,0.0,39300000,39300000,BENIGN
80,528640,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,21994.17373,17.0248184,66080.0,178194.5871,506705,15,21637,10818.5,14975.81452,21408,229,528578,105715.6,224353.6635,506705,15,0,0,0,0,72,132,5.674939467,11.34987893,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
54465,6103187,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.89855759,0.983092932,1220637.4,2708550.055,6065785,1,0,0.0,0.0,0,0,6096836,1524209.0,3027752.702,6065785,1,0,0,0,0,20,100,0.163848822,0.81924411,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,37402.0,0.0,37402,37402,6065785.0,0.0,6065785,6065785,BENIGN
80,6033188,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,1.988998188,0.994499094,1206637.6,2671911.798,5986253,48,6033188,2011062.667,3442615.834,5986253,23090,23092,23092.0,0.0,23092,23092,0,0,0,0,104,64,0.662999396,0.331499698,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,0,4,12,2,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49509,1502166,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,23.96539397,3.994232329,300433.2,661416.311,1483586,4,0,0.0,0.0,0,0,1492010,373002.5,740396.3083,1483586,4,0,0,0,0,20,100,0.665705388,3.32852694,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,72501063,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,160.8666069,0.179307716,6041755.25,20100000.0,69800000,3,70800000,10100000.0,26300000.0,69800000,3,1734729,433682.25,866627.2538,1733623,4,0,0,0,0,172,112,0.11034321,0.068964506,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1007922.0,0.0,1007922,1007922,69800000.0,0.0,69800000,69800000,DDoS
80,1841738,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6316.316436,4.343723157,263105.4286,695577.1346,1840526,4,937,468.5,516.895057,834,103,1841649,460412.25,920075.9368,1840526,4,0,0,0,0,72,112,1.628896184,2.714826973,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,7821813,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.06834234,0.51139039,2607271.0,4515054.647,7820807,3,7821813,2607271.0,4515054.647,7820807,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.51139039,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1006.0,0.0,1006,1006,7820807.0,0.0,7820807,7820807,DDoS
53,49931,4,2,132,386,33,33,33.0,0.0,193,193,193.0,0.0,10374.31656,120.1658288,9986.2,14936.44165,33518,4,33570,11190.0,19336.62773,33518,4,4,4.0,0.0,4,4,0,0,0,0,80,40,80.11055256,40.05527628,33,193,78.71428571,78.07200584,6095.238095,0,0,0,0,0,0,0,0,0,91.83333333,33.0,193.0,80,0,0,0,0,0,0,4,132,2,386,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,72376439,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,161.060701,0.165799812,6579676.273,20900000.0,69500000,3,72400000,10300000.0,26100000.0,69500000,3,14038,4679.333333,7288.718429,13095,383,0,0,0,0,172,92,0.110533208,0.055266604,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,2911397.0,0.0,2911397,2911397,69500000.0,0.0,69500000,69500000,DDoS
53,177,2,2,68,280,34,34,34.0,0.0,140,140,140.0,0.0,1966101.695,22598.87006,59.0,95.26279442,169,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,80,11299.43503,11299.43503,34,140,76.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,95.5,34.0,140.0,40,0,0,0,0,0,0,2,68,2,280,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,391004,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,29736.26868,20.46014875,55857.71429,135816.2248,363019,80,27542,13771.0,18970.26073,27185,357,390909,97727.25,177330.3269,363019,175,0,0,0,0,72,112,7.672555779,12.78759297,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,75069703,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,155.3622771,0.173172392,6255808.583,18400000.0,63900000,6,73200000,10500000.0,23800000.0,63900000,70,1835474,458868.5,917146.3922,1834588,6,0,0,0,0,172,112,0.106567626,0.066604766,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1967.0,0.0,1967,1967,36600000.0,38600000.0,63900000,9327173,DDoS
443,112893063,10,13,835,1855,347,6,83.5,123.6906985,1149,6,142.6923077,315.0807792,23.82785911,0.203732624,5131502.864,16300000.0,58000000,2,113000000,12500000.0,24300000.0,58000000,77558,113000000,9400531.167,21500000.0,58000000,2,1,0,0,0,200,260,0.088579402,0.115153222,6,1149,114.0,242.5977168,58853.65217,0,1,0,0,1,0,0,0,1,118.9565217,83.5,142.6923077,200,0,0,0,0,0,0,10,835,13,1855,256,385,9,20,1058638.5,1374568.206,2030605,86672,55300000.0,3767129.762,58000000,52700000,BENIGN
80,12115804,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.476104764,0.412684127,3028951.0,6056934.697,12100000,3,12100000,3028951.0,6056934.697,12100000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.412684127,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1451.0,0.0,1451,1451,12100000.0,0.0,12100000,12100000,DDoS
57534,3981034,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,10.55002293,1.758337156,663505.6667,1614374.965,3958822,1,0,0.0,0.0,0,0,3974933,794986.6,1768644.648,3958822,1,0,0,0,0,20,120,0.251191022,1.507146133,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55143,90056035,7,10,11607,68,5840,0,1658.142857,2127.59774,20,0,6.8,5.006662228,129.641506,0.188771358,5628502.188,20100000.0,80600000,1,90100000,15000000.0,36700000.0,89800000,45,89900000,9984720.778,26700000.0,80600000,1,0,0,0,0,152,212,0.077729383,0.111041975,0,5840,648.9444444,1511.261665,2283911.82,0,0,0,0,1,1,0,0,1,687.1176471,1658.142857,6.8,152,0,0,0,0,0,0,7,11607,10,68,229,256,5,20,24999.0,0.0,24999,24999,44900000.0,50500000.0,80600000,9207757,BENIGN
80,1885408,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6170.017312,3.712724249,314234.6667,769292.3379,1884546,6,802,401.0,354.9676042,652,150,1885395,628465.0,1087798.136,1884546,6,0,0,0,0,72,92,1.591167535,2.121556713,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
62483,81236716,6,10,11607,68,5840,0,1934.5,2375.523332,20,0,6.8,5.006662228,143.7158046,0.196955278,5415781.067,20400000.0,79100000,3,81200000,16200000.0,36300000.0,81200000,50,81100000,9015052.111,26300000.0,79100000,3,0,0,0,0,132,212,0.073858229,0.123097049,0,5840,687.1176471,1632.555508,2665237.485,0,0,0,0,1,1,0,0,1,730.0625,1934.5,6.8,132,0,0,0,0,0,0,6,11607,10,68,229,256,4,20,2027265.0,0.0,2027265,2027265,79100000.0,0.0,79100000,79100000,BENIGN
80,392357,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,29649.01862,20.38959417,56051.0,147830.2061,391298,3,825,412.5,432.0422433,718,107,392312,98078.0,195480.3518,391298,3,0,0,0,0,72,112,7.646097814,12.74349636,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,81656712,9,6,62,11601,20,0,6.888888889,5.30199124,2920,0,1933.5,1495.722401,142.829655,0.183695861,5832622.286,19900000.0,74900000,1,80600000,10100000.0,26300000.0,74900000,1,1043943,208788.6,459785.7569,1031227,64,0,0,0,0,192,132,0.110217516,0.073478344,0,2920,729.3125,1293.749111,1673786.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,972.0,0.0,972,972,40300000.0,48900000.0,74900000,5726214,DDoS
80,1003508,3,4,442,872,436,0,147.3333333,250.0106664,860,0,218.0,428.0093457,1309.406602,6.975529841,167251.3333,386817.0803,956499,3,979797,489898.5,659872.7553,956499,23298,980303,326767.6667,565687.2405,979967,3,0,0,0,0,72,92,2.989512789,3.986017052,0,860,164.25,319.3698036,101997.0714,0,0,0,1,0,0,0,0,1,187.7142857,147.3333333,218.0,72,0,0,0,0,0,0,3,442,4,872,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1046722,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,11113.74367,8.598271556,130840.25,369680.6532,1045753,1,777,388.5,548.0077554,776,1,1046661,209332.2,467573.5636,1045753,3,0,0,0,0,72,132,2.866090519,5.732181038,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,11976328,30,42,4349,52362,628,0,144.9666667,245.8905677,4344,0,1246.714286,895.2745944,4735.257752,6.011859395,168680.6761,853106.7759,6175695,1,5800633,200021.8276,698658.4551,3803473,2,11800000,287716.7073,1128179.023,6175734,1,0,0,0,0,968,1352,2.504941414,3.50691798,0,4344,776.8630137,885.6088508,784303.0365,0,0,0,1,0,0,0,0,1,787.6527778,144.9666667,1246.714286,968,0,0,0,0,0,0,30,4349,42,52362,29200,183,8,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2206982,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,13.59322369,2.265537281,551745.5,1100825.278,2202981,1,2206982,551745.5,1100825.278,2202981,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.265537281,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,39598,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,293625.9407,227.2842063,4949.75,13316.61932,37897,6,38994,19497.0,26134.66663,37977,1017,39518,7903.6,17338.79504,38920,50,0,0,0,0,72,132,75.76140209,151.5228042,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
