Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,5581799,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.71661484,1860599.667,3221892.8,5580921,124,5581799,2790899.5,3945686.245,5580921,878,0,0.0,0.0,0,0,0,0,0,0,104,40,0.53746113,0.17915371,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
52349,37,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,324324.3243,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27027.02703,27027.02703,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
53,151,2,2,92,124,46,46,46.0,0.0,62,62,62.0,0.0,1430463.576,26490.06623,50.33333333,48.54207797,100,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,13245.03311,13245.03311,46,62,52.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,65.5,46.0,62.0,64,0,0,0,0,0,0,2,92,2,124,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55003,84,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,142857.1429,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11904.7619,11904.7619,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,110,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5644379,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.708669634,1881459.667,3258193.114,5643697,113,5644379,2822189.5,3990214.173,5643697,682,0,0.0,0.0,0,0,0,0,0,0,104,40,0.531502225,0.177167408,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,429356,3,4,680,421,680,0,226.6666667,392.598183,421,0,105.25,210.5,2564.305611,16.30348708,71559.33333,110341.5449,214026,4,214134,107067.0,151251.5547,214018,116,215365,71788.33333,123306.7051,214169,4,0,0,0,0,104,136,6.98720875,9.316278333,0,680,137.625,264.0659753,69730.83929,0,0,0,1,0,0,0,0,1,157.2857143,226.6666667,105.25,104,0,0,0,0,0,0,3,680,4,421,29200,5060,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5300059,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.75470858,1766686.333,3059223.211,5299173,104,5300059,2650029.5,3746454.666,5299173,886,0,0.0,0.0,0,0,0,0,0,0,104,40,0.566031435,0.188677145,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
443,61410350,15,15,805,5449,425,0,53.66666667,116.20159,1460,2,363.2666667,571.79735,101.8395108,0.488517001,2117598.276,4080255.258,9999875,20,61400000,4386453.571,5053289.912,10100000,11760,61400000,4382799.571,5096550.243,10100000,48,0,0,0,0,312,304,0.2442585,0.2442585,0,1460,201.7419355,429.2364514,184243.9312,0,0,0,1,0,0,0,0,1,208.4666667,53.66666667,363.2666667,312,0,0,0,0,0,0,15,805,15,5449,8192,31088,14,20,233792.3333,448239.8147,1148758,50600,9964672.0,80968.2253,9999875,9799493,BENIGN
80,5151518,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.776470159,1717172.667,2973464.755,5150634,123,5151518,2575759.0,3641423.146,5150634,884,0,0.0,0.0,0,0,0,0,0,0,104,40,0.582352619,0.19411754,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
53,31063,2,2,82,204,41,41,41.0,0.0,102,102,102.0,0.0,9207.095258,128.770563,10354.33333,17888.34622,31010,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,40,64.38528152,64.38528152,41,102,65.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,81.75,41.0,102.0,64,0,0,0,0,0,0,2,82,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,63385,1,4,0,1983,0,0,0.0,0.0,1448,0,495.75,683.0951007,31285.00434,78.88301649,15846.25,19934.1713,41594,2,0,0.0,0.0,0,0,21791,7263.666667,12413.39431,21597,2,0,0,0,0,32,128,15.7766033,63.10641319,0,1448,330.5,587.8005614,345509.5,0,0,0,0,1,1,0,0,4,396.6,0.0,495.75,32,0,0,0,0,0,0,1,0,4,1983,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
53,445,2,2,64,272,32,32,32.0,0.0,136,136,136.0,0.0,755056.1798,8988.764045,148.3333333,250.8591903,438,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,4494.382022,4494.382022,32,136,73.6,56.96314598,3244.8,0,0,0,0,0,0,0,0,1,92.0,32.0,136.0,40,0,0,0,0,0,0,2,64,2,272,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32393,4,2,152,238,38,38,38.0,0.0,119,119,119.0,0.0,12039.6381934369,185.225202976,6478.6,14006.6634963506,31528,1,31625,10541.6666666667,18174.6978058325,31528,48,1,1.0,0.0,1,1,0,0,0,0,128,64,123.4834686506,61.7417343253,38,119,61.1428571429,39.5239529544,1562.1428571429,0,0,0,0,0,0,0,0,0,71.3333333333,38.0,119.0,128,0,0,0,0,0,0,4,152,2,238,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5448625,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.73413017,1816208.333,3145026.403,5447772,150,5448625,2724312.5,3851553.361,5447772,853,0,0.0,0.0,0,0,0,0,0,0,104,40,0.550597628,0.183532543,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
27000,4,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,48,0,500000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,97652,4,2,120,206,30,30,30.0,0.0,103,103,103.0,0.0,3338.385287,61.44267399,19530.4,29703.58373,67116,3,30532,10177.33333,17622.46227,30526,3,4,4.0,0.0,4,4,0,0,0,0,160,64,40.96178266,20.48089133,30,103,50.85714286,35.62035266,1268.809524,0,0,0,0,0,0,0,0,0,59.33333333,30.0,103.0,160,0,0,0,0,0,0,4,120,2,206,-1,-1,3,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,63131614,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110879472,10500000.0,11900000.0,32100000,996021,63100000,10500000.0,11900000.0,32100000,996021,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110879472,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7003955.0,0.0,7003955,7003955,18700000.0,12200000.0,32100000,8015935,DoS Slowhttptest
53061,45,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,44444.4444444444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22222.2222222222,22222.2222222222,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,124,260,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5266229,11,10,998,5168,645,0,90.7272727273,192.7874948793,1595,0,516.8,699.922344899,1170.8567933525,3.9876731528,263311.45,1115965.74586322,5003596,1,262630,26263.0,27546.9876352711,69927,1,5222158,580239.777777778,1659236.3817764,5003685,3,0,0,0,0,364,328,2.0887811753,1.8988919775,0,1595,280.2727272727,526.1675617427,276852.303030303,0,0,0,1,0,0,0,0,0,293.619047619,90.7272727273,516.8,364,0,0,0,0,0,0,11,998,10,5168,65535,140,5,32,262630.0,0.0,262630,262630,5003596.0,0.0,5003596,5003596,BENIGN
80,105002650,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.152377107,0.038094277,35000000.0,60600000.0,105000000,85,105000000,105000000.0,0.0,105000000,105000000,105000000,105000000.0,0.0,105000000,105000000,1,0,0,0,64,64,0.019047138,0.019047138,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,85.0,0.0,85,85,105000000.0,0.0,105000000,105000000,DoS slowloris
60493,34,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,529411.764705882,88235.2941176471,17.0,22.627416998,33,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,20,58823.5294117647,29411.7647058824,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,32,32850,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5148157,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.776977081,1716052.333,2971531.211,5147281,95,5148157,2574078.5,3639057.874,5147281,876,0,0.0,0.0,0,0,0,0,0,0,104,40,0.582732811,0.19424427,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
